,data_id,job_id,idbigfarm,plangyear,water,disaster,suitability,plant_maintenance,plant_breed,plant_sale_price,produce
56,188031,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
57,188032,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
58,188033,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
59,188034,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
60,188035,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
61,188036,116,172,2560,14.2857,0.0,50.0,850.00,0101,9.00,500.0
62,188037,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
63,188038,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
64,188039,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
65,188040,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
66,188041,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
67,188042,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
68,188043,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
69,188044,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
70,188045,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
71,188046,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
72,188047,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
73,188048,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
74,188049,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
75,188050,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
76,188051,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
77,188052,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
78,188053,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
79,188054,116,172,2560,14.2857,100.0,50.0,850.00,0101,9.00,500.0
80,188055,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
81,188056,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
82,188057,116,172,2560,14.2857,100.0,75.0,850.00,0101,9.00,500.0
83,188058,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
84,188059,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
85,188060,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
86,188061,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
87,188062,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
88,188063,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
89,188064,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
90,188065,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
91,188066,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
92,188067,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
93,188068,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
94,188069,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
95,188070,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
96,188071,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
97,188072,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
98,188073,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
99,188074,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
100,188075,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
101,188076,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
102,188077,116,172,2560,14.2857,0.0,100.0,850.00,0101,9.00,500.0
103,188078,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
104,188079,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
105,188080,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
106,188081,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
107,188082,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
108,188083,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
109,188084,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
110,188085,116,172,2560,14.2857,100.0,100.0,850.00,0101,9.00,500.0
111,188086,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
112,188087,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
113,188088,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
114,188089,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
115,188090,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
116,188091,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
117,188092,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
118,188093,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
119,188094,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
120,188095,116,172,2560,14.2857,100.0,75.0,850.00,0101,9.00,500.0
121,188096,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
122,188097,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
123,188098,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
124,188099,116,172,2560,14.2857,0.0,50.0,850.00,0101,9.00,500.0
125,188100,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
126,188101,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
127,188102,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
128,188103,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
129,188104,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
130,188105,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
131,188106,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
132,188107,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
133,188108,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
134,188109,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
135,188110,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
136,188111,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
137,188112,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
138,188113,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
139,188114,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
140,188115,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
141,188116,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
142,188117,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
143,188118,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
144,188119,116,172,2560,14.2857,100.0,100.0,850.00,0101,9.00,500.0
145,188120,116,172,2560,14.2857,100.0,100.0,850.00,0101,9.00,500.0
146,188121,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
147,188122,116,172,2560,14.2857,100.0,50.0,850.00,0101,9.00,500.0
148,188123,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
149,188124,116,172,2560,14.2857,0.0,75.0,850.00,0101,9.00,500.0
150,188125,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
151,188126,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
152,188127,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
153,188128,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
154,188129,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
155,188130,116,172,2560,14.2857,100.0,75.0,850.00,0101,9.00,500.0
156,188131,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
157,188132,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
158,188133,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
159,188134,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
160,188135,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
161,188136,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
162,188137,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
163,188138,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
164,188139,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
165,188140,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
166,188141,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
167,188142,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
168,188143,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
169,188144,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
170,188145,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
171,188146,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
172,188147,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
173,188148,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
174,188149,116,172,2560,14.2857,100.0,100.0,850.00,0101,9.00,500.0
175,188150,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
176,188151,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
177,188152,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
178,188153,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
179,188154,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
180,188155,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
181,188156,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
182,188157,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
183,188158,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
184,188159,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
185,188160,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
186,188161,116,172,2560,28.5714,100.0,75.0,850.00,0101,9.00,500.0
187,188162,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
188,188163,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
189,188164,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
190,188165,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
191,188166,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
192,188167,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
193,188168,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
194,188169,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
195,188170,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
196,188171,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
197,188172,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
198,188173,116,172,2560,0.0,100.0,25.0,850.00,0101,9.00,500.0
199,188174,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
200,188175,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
201,188176,116,172,2560,14.2857,0.0,50.0,850.00,0101,9.00,500.0
202,188177,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
203,188178,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
204,188179,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
205,188180,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
206,188181,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
207,188182,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
208,188183,116,172,2560,0.0,100.0,100.0,850.00,0101,9.00,500.0
209,188184,116,172,2560,14.2857,100.0,75.0,850.00,0101,9.00,500.0
210,188185,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
211,188186,116,172,2560,14.2857,0.0,100.0,850.00,0101,9.00,500.0
212,188187,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
213,188188,116,172,2560,14.2857,100.0,50.0,850.00,0101,9.00,500.0
214,188189,116,172,2560,14.2857,100.0,75.0,850.00,0101,9.00,500.0
215,188190,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
216,188191,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
217,188192,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
218,188193,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
219,188194,116,172,2560,14.2857,100.0,100.0,850.00,0101,9.00,500.0
220,188195,116,172,2560,14.2857,100.0,100.0,850.00,0101,9.00,500.0
221,188196,116,172,2560,14.2857,0.0,100.0,850.00,0101,9.00,500.0
222,188197,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
223,188198,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
224,188199,116,172,2560,14.2857,100.0,50.0,850.00,0101,9.00,500.0
225,188200,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
226,188201,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
227,188202,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
228,188203,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
229,188204,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
230,188205,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
231,188206,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
232,188207,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
233,188208,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
234,188209,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
235,188210,116,172,2560,0.0,0.0,75.0,850.00,0101,9.00,500.0
236,188211,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
237,188212,116,172,2560,14.2857,100.0,100.0,850.00,0101,9.00,500.0
238,188213,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
239,188214,116,172,2560,0.0,0.0,50.0,850.00,0101,9.00,500.0
240,188215,116,172,2560,0.0,100.0,75.0,850.00,0101,9.00,500.0
241,188216,116,172,2560,0.0,100.0,50.0,850.00,0101,9.00,500.0
242,188217,116,172,2560,0.0,0.0,100.0,850.00,0101,9.00,500.0
243,188218,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
244,188219,116,2319,2560,0.0,0.0,50.0,600.00,0101,11.00,450.0
245,188220,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
246,188221,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
247,188222,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
248,188223,116,2319,2560,0.0,0.0,50.0,600.00,0101,11.00,450.0
249,188224,116,2319,2560,0.0,0.0,50.0,600.00,0101,11.00,450.0
250,188225,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
251,188226,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
252,188227,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
253,188228,116,2319,2560,14.2857,0.0,50.0,600.00,0101,11.00,450.0
254,188229,116,2319,2560,14.2857,0.0,50.0,600.00,0101,11.00,450.0
255,188230,116,2319,2560,0.0,0.0,50.0,600.00,0101,11.00,450.0
256,188231,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
257,188232,116,2319,2560,0.0,0.0,50.0,600.00,0101,11.00,450.0
258,188233,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
259,188234,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
260,188235,116,2319,2560,14.2857,0.0,25.0,600.00,0101,11.00,450.0
261,188236,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
262,188237,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
263,188238,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
264,188239,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
265,188240,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
266,188241,116,2319,2560,0.0,0.0,50.0,600.00,0101,11.00,450.0
267,188242,116,2319,2560,14.2857,0.0,25.0,600.00,0101,11.00,450.0
268,188243,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
269,188244,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
270,188245,116,2319,2560,0.0,0.0,25.0,600.00,0101,11.00,450.0
271,188246,116,2319,2560,0.0,0.0,50.0,600.00,0101,11.00,450.0
272,188247,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
273,188248,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
274,188249,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
275,188250,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
276,188251,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
277,188252,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
278,188253,116,2320,2560,0.0,0.0,25.0,1400.00,0101,12.00,450.0
279,188254,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
280,188255,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
281,188256,116,2320,2560,0.0,0.0,75.0,1400.00,0101,12.00,450.0
282,188257,116,2320,2560,0.0,0.0,75.0,1400.00,0101,12.00,450.0
283,188258,116,2320,2560,0.0,0.0,25.0,1400.00,0101,12.00,450.0
284,188259,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
285,188260,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
286,188261,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
287,188262,116,2320,2560,0.0,0.0,25.0,1400.00,0101,12.00,450.0
288,188263,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
289,188264,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
290,188265,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
291,188266,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
292,188267,116,2320,2560,0.0,0.0,75.0,1400.00,0101,12.00,450.0
293,188268,116,2320,2560,0.0,0.0,25.0,1400.00,0101,12.00,450.0
294,188269,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
295,188270,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
296,188271,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
297,188272,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
298,188273,116,2320,2560,0.0,0.0,75.0,1400.00,0101,12.00,450.0
299,188274,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
300,188275,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
301,188276,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
302,188277,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
303,188278,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
304,188279,116,2320,2560,0.0,0.0,75.0,1400.00,0101,12.00,450.0
305,188280,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
306,188281,116,2320,2560,14.2857,0.0,75.0,1400.00,0101,12.00,450.0
307,188282,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
308,188283,116,2320,2560,0.0,0.0,25.0,1400.00,0101,12.00,450.0
309,188284,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
310,188285,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
311,188286,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
312,188287,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
313,188288,116,2320,2560,0.0,0.0,25.0,1400.00,0101,12.00,450.0
314,188289,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
315,188290,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
316,188291,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
317,188292,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
318,188293,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
319,188294,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
320,188295,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
321,188296,116,2320,2560,0.0,0.0,50.0,1400.00,0101,12.00,450.0
322,188297,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
323,188298,116,151,2561,14.2857,0.0,50.0,1150.00,0101,15.00,460.0
324,188299,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
325,188300,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
326,188301,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
327,188302,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
328,188303,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
329,188304,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
330,188305,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
331,188306,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
332,188307,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
333,188308,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
334,188309,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
335,188310,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
336,188311,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
337,188312,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
338,188313,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
339,188314,116,151,2561,14.2857,0.0,50.0,1150.00,0101,15.00,460.0
340,188315,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
341,188316,116,151,2561,0.0,0.0,25.0,1150.00,0101,15.00,460.0
342,188317,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
343,188318,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
344,188319,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
345,188320,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
346,188321,116,151,2561,0.0,0.0,75.0,1150.00,0101,15.00,460.0
347,188322,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
348,188323,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
349,188324,116,151,2561,0.0,0.0,50.0,1150.00,0101,15.00,460.0
